trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.5, 'e': 0.1588174261069207}",20,9,-0.945353348812831,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.5, 'e': 0.1572371663136276}",35,9,-6.713686913825437,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 1}",1
186,False,"{'a': 0.5, 'e': 0.1556726303679973}",20,3,-27.555746808401565,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
187,False,"{'a': 0.5, 'e': 0.15412366181513143}",30,4,-7.076295560423813,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 1}",1
188,False,"{'a': 0.5, 'e': 0.15259010575688386}",20,0,-11.80688445188261,"{0: 18, 1: 0, 2: 0, 3: 2, 4: 0}",1
189,False,"{'a': 0.5, 'e': 0.15107180883637084}",20,3,27.537413311052543,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.5, 'e': 0.14956861922263504}",25,15,20.46898879424771,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.5, 'e': 0.14808038659546244}",25,19,13.146251056411494,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.5, 'e': 0.14660696213035015}",25,11,14.768389167601093,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
193,False,"{'a': 0.5, 'e': 0.14514819848362376}",25,15,-5.168546011620411,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
194,False,"{'a': 0.5, 'e': 0.14370394977770296}",25,0,37.774056527963445,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.5, 'e': 0.1422740715865136}",25,12,22.483188846227065,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.5, 'e': 0.140858420921045}",20,6,15.137295586050113,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.13945685621505094}",35,14,23.492751105751996,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
198,False,"{'a': 0.5, 'e': 0.13806923731089282}",25,11,27.594141434480058,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.5, 'e': 0.13669542544552388}",30,15,26.401728919932165,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.5, 'e': 0.1353352832366127}",25,11,-26.224902957642197,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
201,False,"{'a': 0.5, 'e': 0.13398867466880496}",20,13,-0.7224193428094605,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
202,False,"{'a': 0.5, 'e': 0.13265546508012174}",25,0,14.387575685468178,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
203,False,"{'a': 0.5, 'e': 0.13133552114849306}",25,13,11.210175295462044,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
204,False,"{'a': 0.5, 'e': 0.13002871087842593}",20,9,24.278227044645618,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 0.5, 'e': 0.12873490358780426}",25,0,42.456290877962765,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.12745396989482075}",25,0,-2.6636175075692305,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
207,False,"{'a': 0.5, 'e': 0.12618578170503877}",25,17,-27.84032484765968,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
208,False,"{'a': 0.5, 'e': 0.12493021219858243}",20,10,18.745326156167167,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.5, 'e': 0.12368713581745484}",20,6,28.214881011043843,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.5, 'e': 0.12245642825298192}",30,22,15.158939047401855,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.5, 'e': 0.1212379664333817}",30,5,11.04802625013744,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",1
212,False,"{'a': 0.5, 'e': 0.12003162851145674}",25,0,39.34378421120428,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
213,False,"{'a': 0.5, 'e': 0.11883729385240967}",20,0,-7.398256180610949,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
214,False,"{'a': 0.5, 'e': 0.1176548430217792}",25,14,-3.756326849801919,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
215,False,"{'a': 0.5, 'e': 0.11648415777349698}",25,11,14.230771356622867,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
216,False,"{'a': 0.5, 'e': 0.11532512103806253}",25,9,-59.685988928349566,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 2}",1
217,False,"{'a': 0.5, 'e': 0.11417761691083651}",25,16,7.551608235600355,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
218,False,"{'a': 0.5, 'e': 0.11304153064044986}",20,0,-35.294904437831704,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
219,False,"{'a': 0.5, 'e': 0.11191674861732889}",25,19,-9.334949381248078,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
220,False,"{'a': 0.5, 'e': 0.11080315836233387}",20,14,11.952000842497823,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 0.5, 'e': 0.10970064851551142}",30,7,35.67512833849578,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.5, 'e': 0.10860910882495797}",25,0,34.65921268562099,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.10752843013579497}",20,14,11.536910533265596,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.5, 'e': 0.10645850437925282}",20,12,14.299029032663876,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.5, 'e': 0.10539922456186435}",25,16,11.86162224185233,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.5, 'e': 0.10435048475476501}",20,14,9.83546925724647,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.5, 'e': 0.10331218008310021}",25,13,2.760473439702302,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
228,False,"{'a': 0.5, 'e': 0.10228420671553745}",20,12,6.998281625836226,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.10126646185388341}",20,15,9.886829871391473,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.10025884372280372}",25,20,10.694025985945027,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.5, 'e': 0.09926125155964566}",20,7,24.345025382676432,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,15,32.05710704346696,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,4,29.29784294799526,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,12,27.642820286666076,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",30,17,24.749864532609266,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,11,25.649411328666048,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,9,24.78234833142473,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",20,5,27.871527145505038,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,19,17.764993636564338,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,19,17.912343126095955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,0,26.464985873928814,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
